captureArrivalUs,rifeStartUs,rifeEndUs,presentedUs,inferenceMs,dropped
44803870,44805066,44839133,44840005,34.067,0
44840267,44840631,44873700,44874077,33.070,0
44874301,44874509,44906946,44907593,32.437,0
44907872,44908213,44941559,44943193,33.346,0
44943796,44944380,44977822,44979396,33.442,0
44979724,44980257,45013111,45013798,32.853,0
45014307,45014687,45047275,45048894,32.588,0
45049461,45050174,45083543,45085042,33.369,0
45085689,45086431,45120018,45120490,33.587,0
45120737,45121071,45154221,45156462,33.150,0
45156657,45157988,45190906,45192644,32.919,0
45193229,45194278,45226974,45227331,32.696,0
45227577,45227852,45260647,45261686,32.795,0
45262071,45263184,45297099,45297600,33.915,0
45297945,45298215,45330873,45331663,32.658,0
45331936,45332351,45364977,45365926,32.626,0
45366426,45366875,45399777,45400504,32.902,0
45400855,45401219,45435023,45436466,33.803,0
45436949,45437514,45470455,45473004,32.941,0
45473741,45474621,45507020,45507548,32.398,0
45507938,45508352,45541145,45541678,32.792,0
45542018,45542444,45576552,45578487,34.107,0
45578943,45579584,45612291,45613953,32.707,0
45613991,45614564,45646983,45647451,32.419,0
45647743,45647996,45681328,45682380,33.331,0
45682861,45683690,45717471,45719321,33.781,0
45720422,45721362,45755166,45756248,33.804,0
45756701,45757178,45789590,45789959,32.411,0
45790207,45790449,45823490,45823952,33.041,0
45860172,0,0,45860251,0.000,0
45860172,45860449,45893525,45894677,33.076,0
45894987,45895506,45928782,45929709,33.276,0
45930203,45930643,45963111,45964875,32.468,0
45964994,45966389,46000322,46001835,33.933,0
46002266,46002892,46036734,46037840,33.841,0
46038195,46038820,46071834,46073744,33.014,0
46074959,46076123,46108973,46109867,32.850,0
46110632,46111096,46144027,46145150,32.932,0
46145765,46146283,46179871,46181445,33.588,0
46182267,46183875,46217889,46218910,34.015,0
46219633,46220467,46253801,46254993,33.334,0
46255273,46255947,46288678,46290168,32.730,0
46290701,46291500,46325336,46326076,33.836,0
46326550,46327351,46361105,46362466,33.754,0
46363174,46363782,46397673,46399415,33.892,0
46400246,46401692,46435364,46437084,33.672,0
46437664,46438845,46471575,46472335,32.730,0
46473075,46473742,46505798,46506267,32.057,0
46506628,46506903,46539885,46540480,32.981,0
46540645,46540908,46574566,46575445,33.658,0
46576048,46576424,46610055,46610973,33.631,0
46611428,46612014,46644670,46645031,32.655,0
46679912,0,0,46680190,0.000,0
46679912,46680951,46713819,46715968,32.868,0
46717281,46718330,46751461,46752841,33.131,0
46753461,46754107,46787874,46788583,33.767,0
46789154,46789583,46822564,46824585,32.980,0
46825180,46826501,46860710,46862854,34.209,0
46864110,46865569,46898913,46899841,33.344,0
46900272,46900860,46935827,46936590,34.967,0
46937336,46937785,46970302,46971391,32.517,0
46971679,46972125,47004779,47006219,32.654,0
47006902,47007720,47041543,47042066,33.823,0
47042300,47042650,47075289,47076357,32.639,0
47077493,47078631,47112332,47114610,33.701,0
47114999,47115632,47148008,47149561,32.376,0
47150091,47150721,47184575,47185181,33.854,0
47185433,47185876,47219062,47219446,33.187,0
47219698,47219898,47253218,47254001,33.320,0
47254267,47254618,47287710,47288625,33.092,0
47289130,47289659,47322916,47323667,33.257,0
47323907,47324220,47357702,47359728,33.482,0
47360365,47361552,47394954,47396490,33.401,0
47397036,47397695,47430421,47431713,32.725,0
47432435,47433075,47465718,47466107,32.643,0
47466374,47466623,47499858,47502091,33.236,0
47502965,47503686,47537443,47538410,33.758,0
47538963,47539473,47572229,47573023,32.755,0
47573344,47573769,47606307,47606926,32.538,0
47607278,47607698,47641093,47642399,33.395,0
47643461,47644023,47677388,47678025,33.365,0
47678305,47678599,47712202,47712869,33.603,0
47713192,47713534,47746506,47747349,32.972,0
47747699,47748250,47781456,47783557,33.206,0
47783597,47784596,47818027,47818422,33.431,0
47818634,47818835,47852079,47853191,33.243,0
47853797,47854372,47887370,47888152,32.997,0
47888769,47889226,47922245,47923879,33.019,0
47925071,47926165,47959378,47960797,33.212,0
47997238,0,0,47997276,0.000,0
47997238,47997929,48030776,48031329,32.847,0
48031485,48031743,48064173,48066380,32.429,0
48067170,48068615,48102188,48103503,33.573,0
48104032,48104801,48137787,48138428,32.986,0
48138585,48138942,48171825,48173037,32.883,0
48173455,48174389,48207855,48209839,33.466,0
48245742,0,0,48245957,0.000,0
48245742,48247454,48281174,48282766,33.720,0
48282919,48284320,48318238,48319991,33.918,0
48320629,48321157,48354802,48355221,33.645,0
48355491,48355709,48388602,48390351,32.893,0
48390922,48391598,48424641,48426817,33.043,0
48427743,48428752,48462208,48462828,33.456,0
48463083,48463487,48497011,48498595,33.523,0
48499741,48500529,48534134,48536310,33.605,0
48572359,0,0,48572626,0.000,0
48572359,48573170,48606082,48607270,32.912,0
48607676,48608286,48641243,48642849,32.957,0
48643756,48644853,48678624,48679294,33.771,0
48679599,48679979,48713414,48713793,33.435,0
48714301,48714521,48747706,48748550,33.185,0
48748930,48749483,48782971,48785176,33.489,0
48823223,0,0,48823503,0.000,0
48823223,48824003,48857939,48859820,33.936,0
48860808,48861523,48895886,48896623,34.364,0
48897089,48897492,48930055,48931257,32.563,0
48931811,48932469,48965065,48966093,32.595,0
48966904,48967489,49001079,49002437,33.590,0
49002887,49003530,49037562,49039933,34.032,0
49040808,49041353,49074390,49075651,33.037,0
49075964,49076615,49109405,49110666,32.790,0
49111372,49112020,49144558,49146505,32.538,0
49148353,49149495,49182870,49183865,33.375,0
49184267,49184682,49218021,49218412,33.339,0
49218716,49219012,49251823,49252305,32.811,0
49252554,49252760,49285184,49285756,32.424,0
49286402,49286883,49321545,49322378,34.663,0
49322654,49323214,49357101,49358127,33.887,0
49393240,0,0,49393300,0.000,0
49393240,49393753,49426395,49427613,32.642,0
49428167,49428731,49463083,49463853,34.352,0
49464204,49464807,49497854,49498927,33.047,0
49499777,49500545,49534410,49535833,33.865,0
49536391,49537180,49569868,49572546,32.687,0
49573571,49574664,49608451,49609578,33.788,0
49610162,49610656,49643638,49644836,32.982,0
49645272,49645836,49679357,49679742,33.521,0
49679994,49680267,49713331,49713688,33.063,0
49714109,49714805,49747920,49749600,33.115,0
49750616,49751406,49784030,49784921,32.623,0
49785683,49786270,49819920,49820371,33.651,0
49820745,49820991,49855050,49855713,34.059,0
49856517,49857681,49891521,49891876,33.840,0
49892111,49892521,49925201,49926328,32.680,0
49963638,0,0,49963758,0.000,0
49963638,49965057,49998919,50000244,33.862,0
50001101,50001805,50035489,50036564,33.684,0
50072144,0,0,50072970,0.000,0
50072144,50073802,50106657,50108824,32.855,0
50109552,50110606,50143447,50144462,32.841,0
50145216,50145713,50179208,50180511,33.495,0
50180917,50181844,50216068,50217228,34.224,0
50217711,50218297,50251145,50252422,32.848,0
50252656,50253756,50286422,50287563,32.665,0
50288029,50288613,50321679,50323410,33.067,0
50324006,50325269,50358912,50360786,33.643,0
50360882,50361326,50394836,50395689,33.511,0
50396236,50396624,50429551,50430355,32.927,0
50466364,0,0,50466841,0.000,0
50466364,50467755,50501568,50502587,33.813,0
50503020,50503471,50536354,50536880,32.883,0
50537345,50537932,50570923,50572092,32.991,0
50572583,50573435,50607055,50608225,33.620,0
50608785,50609453,50642647,50643729,33.194,0
50644151,50644574,50677795,50678203,33.221,0
50678558,50678796,50712234,50713391,33.439,0
50713931,50715572,50749925,50750582,34.353,0
50751016,50751425,50783853,50785344,32.428,0
50785970,50786622,50820272,50821702,33.649,0
50822435,50823569,50857224,50858928,33.655,0
50859692,50860691,50894095,50894785,33.403,0
50895152,50895677,50928441,50930496,32.764,0
50967462,0,0,50967621,0.000,0
50967462,50968077,51001503,51002116,33.425,0
51002455,51002874,51036638,51038147,33.764,0
51038459,51039060,51072038,51073893,32.978,0
51074620,51075758,51109256,51111076,33.497,0
51111504,51112156,51144866,51146369,32.710,0
51146854,51147518,51180939,51181560,33.421,0
51181903,51182272,51215387,51215898,33.115,0
51216254,51216506,51249487,51249866,32.980,0
51250090,51250292,51282927,51283304,32.636,0
51283655,51283860,51317063,51318255,33.203,0
51318293,51318837,51352480,51353440,33.643,0
51353886,51354573,51387149,51389202,32.575,0
51390081,51390976,51424053,51426413,33.078,0
51427097,51427837,51460943,51462576,33.106,0
51462642,51463368,51496774,51498636,33.406,0
51499591,51500112,51533639,51535802,33.528,0
51536253,51536761,51569073,51569818,32.312,0
51570148,51570591,51603665,51604500,33.074,0
51605130,51605658,51638736,51641118,33.078,0
51641187,51642574,51675731,51676217,33.157,0
51676546,51676844,51709371,51709977,32.528,0
51710320,51710635,51743377,51744633,32.742,0
51745206,51745690,51779402,51780814,33.712,0
51781526,51782089,51815898,51816312,33.809,0
51816496,51816694,51849173,51850287,32.478,0
51850664,51851192,51884502,51885894,33.311,0
51886243,51886756,51920001,51920898,33.245,0
51958529,0,0,51958532,0.000,0
51958529,51959630,51992774,51994805,33.144,0
51995691,51996167,52028522,52029275,32.355,0
52029636,52030133,52062581,52064123,32.448,0
52065850,52067287,52100617,52101476,33.330,0
52101955,52102508,52135432,52136773,32.924,0
52137249,52138045,52171696,52172768,33.651,0
52173047,52173554,52206036,52206929,32.482,0
52207792,52208838,52241909,52244056,33.071,0
52244383,52244919,52278014,52278980,33.094,0
52279635,52280112,52313747,52315159,33.635,0
52315197,52315819,52348471,52350763,32.652,0
52351322,52352737,52385815,52387567,33.078,0
52388129,52388720,52421731,52422802,33.011,0
52458199,0,0,52458765,0.000,0
52458199,52460571,52494850,52495622,34.279,0
52496206,52496744,52529505,52531115,32.761,0
52531507,52532421,52564980,52566342,32.558,0
52567062,52568157,52601411,52603477,33.255,0
52603618,52604301,52637347,52637873,33.045,0
52638181,52638558,52671756,52672134,33.198,0
52672341,52672538,52705224,52706078,32.686,0
52706602,52707644,52742707,52743425,35.063,0
52743642,52744107,52777649,52778605,33.543,0
52779011,52779478,52812780,52813672,33.301,0
52847644,0,0,52847843,0.000,0
52847644,52848214,52880795,52881233,32.581,0
52881484,52881712,52914646,52914990,32.934,0
52915241,52915500,52948468,52948960,32.968,0
52949232,52949433,52981796,52982761,32.362,0
53019015,0,0,53019245,0.000,0
53019015,53019695,53052641,53053712,32.946,0
53054324,53055337,53088351,53090637,33.013,0
53091195,53091921,53124040,53125074,32.119,0
53125344,53126149,53159372,53160582,33.223,0
53160660,53161270,53194668,53196257,33.398,0
53197428,53198363,53231360,53231761,32.997,0
53231963,53232258,53264280,53264650,32.022,0
53264928,53265119,53298404,53298862,33.285,0
53299090,53299316,53332416,53333279,33.100,0
53333631,53334075,53366972,53368455,32.897,0
53368524,53369521,53403678,53404194,34.157,0
53404542,53404881,53437568,53438521,32.687,0
53438837,53439360,53472741,53474426,33.381,0
53475233,53476048,53508438,53509504,32.391,0
53510950,53512027,53544461,53545374,32.435,0
53545897,53546331,53579308,53580479,32.977,0
53580551,53581038,53614446,53615767,33.407,0
53616257,53617086,53651120,53653305,34.034,0
53653861,53655207,53687291,53687673,32.083,0
53722455,0,0,53722692,0.000,0
53722455,53723217,53756540,53758042,33.324,0
53758742,53759729,53792758,53793563,33.029,0
53793929,53794302,53827084,53827473,32.782,0
53827891,53828166,53861159,53861552,32.993,0
53861954,53862185,53895306,53895872,33.121,0
53895894,53896181,53928936,53929848,32.756,0
53930539,53931177,53963738,53964151,32.561,0
53964396,53964646,53998233,53999209,33.588,0
53999515,53999985,54033459,54034447,33.474,0
54035067,54035627,54069072,54070770,33.444,0
54071313,54072414,54105965,54108063,33.551,0
54109077,54109592,54142277,54143542,32.685,0
54144581,54145191,54178505,54180366,33.315,0
54180435,54181392,54214943,54216095,33.551,0
54216323,54216846,54249472,54250215,32.626,0
54250569,54250942,54283086,54284193,32.144,0
54284454,54284954,54318076,54319374,33.122,0
54319793,54320645,54354106,54356007,33.462,0
54356583,54357306,54390574,54391290,33.268,0
54391797,54392223,54424378,54425626,32.155,0
54426328,54426926,54459968,54461489,33.042,0
54462380,54463460,54496690,54497964,33.230,0
54498323,54498865,54531904,54532751,33.039,0
54533111,54533569,54566598,54567595,33.029,0
54603023,0,0,54603590,0.000,0
54603023,54604439,54637963,54640113,33.523,0
54640976,54642185,54675200,54675917,33.015,0
54676340,54676701,54709375,54709748,32.674,0
54710091,54710317,54742711,54743243,32.394,0
54743559,54743867,54777308,54777752,33.441,0
54778000,54778286,54811960,54812393,33.674,0
54812791,54813373,54846177,54846623,32.804,0
54846857,54847111,54879434,54880083,32.323,0
54880439,54880765,54913756,54914559,32.991,0
54914896,54915307,54947920,54949199,32.614,0
54950198,54951325,54984024,54984566,32.699,0
54984833,54985098,55017674,55018551,32.576,0
55019017,55019421,55052728,55053663,33.307,0
55054269,55054820,55087744,55088814,32.924,0
55090081,55091305,55124747,55125724,33.442,0
55126021,55126584,55159470,55160799,32.886,0
55161259,55161805,55194848,55195234,33.043,0
55195506,55195769,55228230,55228633,32.461,0
55228927,55229247,55262326,55262719,33.079,0
55262929,55263317,55296203,55296545,32.886,0
55296863,55297062,55330118,55330502,33.056,0
55330722,55330924,55363717,55366141,32.793,0
55366222,55367200,55400380,55401264,33.181,0
55401831,55402456,55436341,55438515,33.885,0
55438994,55439561,55472711,55473503,33.151,0
55473878,55474337,55506716,55507846,32.379,0
55508473,55508981,55541762,55542158,32.781,0
55542355,55542569,55575863,55577327,33.294,0
55577849,55578209,55611444,55613733,33.236,0
55614494,55615070,55647312,55648063,32.242,0
55648474,55648878,55681411,55681953,32.533,0
55682270,55682690,55715421,55716126,32.731,0
55716634,55717312,55751037,55752272,33.724,0
55752315,55753023,55785840,55786585,32.817,0
55786935,55787473,55820756,55821124,33.284,0
55821515,55821755,55855214,55855995,33.459,0
55857184,55858381,55892077,55893521,33.695,0
55893849,55894518,55927005,55928021,32.487,0
55962559,0,0,55962777,0.000,0
55998946,0,0,55998960,0.000,0
55998946,56000042,56033669,56034059,33.627,0
56034342,56034550,56067317,56068082,32.767,0
56068483,56068877,56101412,56102521,32.534,0
56102949,56103647,56137023,56137844,33.376,0
56138262,56138716,56172119,56174137,33.404,0
56174683,56175977,56208500,56209376,32.522,0
56209754,56210179,56242224,56243570,32.045,0
56244269,56244918,56278404,56279747,33.486,0
56316198,0,0,56316631,0.000,0
56316198,56318200,56351689,56352663,33.489,0
56353114,56353642,56385920,56387038,32.278,0
56387304,56387773,56420305,56421949,32.531,0
56422378,56422939,56456301,56457110,33.363,0
56457553,56458064,56491318,56492456,33.254,0
56492524,56493007,56525797,56527098,32.790,0
56527483,56528085,56560761,56561961,32.676,0
56562357,56562858,56596140,56598304,33.282,0
56599047,56600378,56634759,56635947,34.381,0
56636536,56636980,56669804,56670909,32.824,0
56671243,56671707,56703678,56704059,31.971,0
56704274,56704496,56737810,56738605,33.314,0
56739296,56740343,56773981,56776051,33.638,0
56776797,56777518,56811002,56812468,33.485,0
56813039,56813590,56846094,56846603,32.504,0
56846936,56847249,56879560,56880073,32.311,0
56880191,56880406,56913344,56913725,32.938,0
56913930,56914128,56946921,56947361,32.793,0
56947610,56947834,56980096,56980470,32.262,0
56980988,56981542,57015114,57016124,33.572,0
57016638,57017244,57051601,57052634,34.356,0
57053467,57054549,57087610,57090233,33.061,0
57090286,57091612,57124237,57125677,32.625,0
57125945,57126711,57159683,57160337,32.973,0
57160778,57161193,57195725,57197794,34.531,0
57198748,57199696,57233089,57233796,33.393,0
57234407,57235708,57267754,57268100,32.045,0
57268375,57268571,57301282,57303564,32.711,0
57303741,57304925,57338001,57338970,33.076,0
57339392,57340034,57373287,57374017,33.253,0
57374224,57374555,57407125,57407998,32.569,0
57408391,57408817,57441487,57444196,32.670,0
57444364,57445402,57478390,57479531,32.988,0
57480107,57480611,57514352,57515308,33.740,0
57515585,57516184,57549099,57550054,32.915,0
57550276,57550696,57583557,57585750,32.861,0
57586313,57586867,57619654,57622024,32.787,0
57622969,57623578,57656636,57657109,33.058,0
57657366,57657674,57690973,57692125,33.299,0
57692296,57692784,57725434,57725984,32.650,0
57726074,57726281,57758900,57761495,32.620,0
57762418,57763455,57797223,57798080,33.767,0
57798766,57799260,57832135,57832528,32.875,0
57832876,57833120,57866286,57866678,33.166,0
57867022,57867227,57900240,57900863,33.013,0
57901209,57901515,57935356,57936157,33.840,0
57936414,57936909,57969908,57970973,32.999,0
57971314,57971802,58004000,58005077,32.198,0
58005478,58005979,58038664,58040305,32.685,0
58041243,58042283,58076506,58077682,34.223,0
58078054,58078603,58112806,58113905,34.203,0
58114652,58115239,58147418,58148583,32.179,0
58148668,58149456,58182192,58184147,32.736,0
58184251,58185237,58218893,58219604,33.657,0
58219883,58220319,58253941,58254964,33.623,0
58255428,58255923,58288592,58290207,32.669,0
58290776,58291789,58324637,58326194,32.848,0
58326320,58326512,58358967,58359839,32.455,0
58360231,58360632,58394033,58395475,33.402,0
58395864,58396527,58430106,58430672,33.579,0
58430913,58431322,58463679,58465580,32.357,0
58466121,58466559,58499211,58499730,32.653,0
58500008,58500342,58533385,58534279,33.043,0
58534775,58535326,58568508,58569712,33.182,0
58570086,58570594,58603309,58604086,32.715,0
58641583,58642587,0,58642648,0.000,0
58641583,58642587,58676145,58677819,33.558,0
58678243,58678819,58712577,58713676,33.758,0
58713897,58714290,58747323,58747699,33.033,0
58747976,58748195,58780520,58782573,32.325,0
58782906,58783816,58817282,58819112,33.466,0
58857548,0,0,58858053,0.000,0
58857548,58859098,58893392,58893828,34.294,0
58894095,58894299,58927105,58927991,32.806,0
58928497,58928916,58961226,58962557,32.310,0
58963299,58963859,58997147,58998574,33.288,0
58998930,59000658,59034345,59034775,33.687,0
59035159,59035543,59068486,59069037,32.943,0
59069365,59069672,59102062,59102869,32.389,0
59138629,0,0,59139240,0.000,0
59175564,0,0,59176100,0.000,0
59212964,0,0,59213399,0.000,0
59212964,59214875,59247291,59247800,32.416,0
59248273,59248566,59280553,59280969,31.988,0
59281199,59281464,59314391,59314982,32.927,0
59315456,59315802,59348837,59349482,33.035,0
59384914,0,0,59384991,0.000,0
59384914,59385587,59418384,59419166,32.797,0
59419470,59419940,59453103,59454515,33.163,0
59491540,0,0,59491877,0.000,0
59525484,0,0,59525510,0.000,0
59525484,59525850,59559013,59559435,33.163,0
59559740,59559977,59592578,59594117,32.601,0
59595638,59597029,59631029,59633149,34.001,0
59633917,59634561,59666870,59667749,32.309,0
59668265,59668763,59701807,59702835,33.044,0
59703037,59703425,59735813,59736228,32.388,0
59736508,59736929,59770112,59770956,33.183,0
59771107,59771481,59805150,59805970,33.669,0
59806710,59807863,59840909,59841306,33.045,0
59841833,59842461,59875191,59875733,32.729,0
59875803,59876012,59909616,59911761,33.604,0
59912703,59913406,59945818,59947149,32.411,0
59948165,59949144,59982440,59983699,33.296,0
59984102,59984539,60016871,60017850,32.333,0
60018222,60018779,60052157,60053787,33.379,0
60054542,60055564,60089099,60089913,33.535,0
60090387,60090812,60123198,60124325,32.386,0
60124575,60125090,60158065,60159759,32.975,0
60159926,60160575,60193855,60195609,33.280,0
60195815,60196201,60229138,60230333,32.937,0
60265581,0,0,60265762,0.000,0
60265581,60266334,60298963,60299835,32.629,0
60338080,0,0,60338176,0.000,0
60338080,60338892,60372018,60373261,33.126,0
60373651,60374206,60407104,60408300,32.898,0
60408812,60409493,60441723,60443818,32.230,0
60444649,60445730,60479213,60480670,33.483,0
60481368,60481991,60515415,60516609,33.424,0
60517172,60517751,60551260,60552195,33.509,0
60553059,60554082,60587730,60588658,33.648,0
60589117,60589561,60621924,60623267,32.363,0
60623334,60623942,60657188,60658451,33.245,0
60658882,60659442,60692653,60695135,33.212,0
60695698,60697273,60731167,60731549,33.895,0
60731781,60732067,60764520,60764971,32.453,0
60765264,60765528,60798720,60800032,33.192,0
60801132,60801963,60835743,60837880,33.780,0
60838006,60839134,60872960,60873328,33.826,0
60873582,60873805,60906679,60907768,32.874,0
60908008,60908456,60941044,60942481,32.588,0
60942528,60943087,60976305,60977651,33.218,0
60978410,60979390,61014868,61015945,35.478,0
61016286,61016910,61050169,61051105,33.258,0
61051604,61052057,61084784,61086015,32.727,0
61086297,61086855,61119205,61121223,32.349,0
61121247,61122457,61156434,61157321,33.977,0
61157686,61158193,61191579,61193065,33.386,0
61193444,61193961,61226611,61227384,32.650,0
61227846,61228228,61260337,61260717,32.109,0
61260940,61261219,61293874,61294202,32.656,0
61294462,61294680,61328358,61328952,33.678,0
61329175,61329385,61362063,61363488,32.678,0
61364104,61364768,61397900,61398514,33.133,0
61398785,61399133,61432302,61433710,33.169,0
61434782,61435899,61469296,61470532,33.397,0
61471033,61472023,61504308,61505222,32.285,0
61505720,61506130,61538983,61539895,32.853,0
61540281,61540778,61573579,61575003,32.801,0
61575832,61576363,61609807,61611271,33.445,0
61611640,61612050,61644643,61645695,32.594,0
61646128,61646664,61680184,61681262,33.520,0
61717619,0,0,61718180,0.000,0
61717619,61719386,61752536,61752909,33.150,0
61753119,61753339,61786278,61787035,32.939,0
61787374,61787753,61820250,61821091,32.497,0
61821365,61821973,61855662,61856025,33.688,0
61856269,61856558,61890153,61890824,33.595,0
61891272,61891694,61925024,61926482,33.330,0
61927240,61928051,61961166,61961940,33.114,0
61962266,61962817,61995660,61996723,32.843,0
61997250,61998197,62032173,62033114,33.976,0
62033447,62033868,62066627,62067488,32.759,0
62068231,62068959,62102059,62103001,33.100,0
62103408,62103850,62136570,62137539,32.721,0
62139122,62140338,62174212,62175285,33.875,0
62211328,0,0,62211795,0.000,0
62211328,62212393,62245723,62246599,33.330,0
62247004,62247417,62279387,62281514,31.970,0
62282691,62283633,62317033,62318663,33.400,0
62318749,62319360,62352852,62353723,33.492,0
62354022,62354483,62387138,62389474,32.655,0
62390466,62391610,62424614,62426539,33.005,0
62427343,62427892,62460151,62461258,32.259,0
62461320,62461816,62496141,62497667,34.325,0
62498470,62499369,62532233,62532723,32.864,0
62533128,62533579,62566422,62566900,32.843,0
62567166,62567410,62599693,62600068,32.282,0
62600835,62601262,62634625,62636289,33.364,0
62636332,62636913,62670373,62670794,33.460,0
62671016,62671285,62703814,62705940,32.529,0
62706853,62708253,62741155,62742342,32.902,0
62742915,62743444,62776334,62776980,32.890,0
62777285,62777622,62810580,62811729,32.957,0
62812281,62813077,62846123,62848041,33.047,0
62848913,62849382,62881515,62883129,32.133,0
62883254,62884055,62917174,62918679,33.119,0
62919325,62919962,62953853,62954637,33.891,0
62954891,62955331,62989702,62990469,34.371,0
62990899,62991983,63025293,63026545,33.310,0
63026867,63027500,63059683,63060954,32.182,0
63061518,63062307,63096299,63097287,33.992,0
63097693,63098243,63132320,63133184,34.077,0
63133737,63134364,63167408,63168639,33.044,0
63169078,63169755,63202140,63203298,32.385,0
63203930,63204892,63237864,63238325,32.972,0
63238601,63238901,63272143,63272477,33.242,0
63272708,63272917,63305915,63306469,32.998,0
63340106,0,0,63340147,0.000,0
63340106,63340382,63373267,63374113,32.884,0
63374316,63374713,63408194,63409805,33.481,0
63411237,63412432,63445880,63446483,33.448,0
63446779,63447218,63479426,63480190,32.208,0
63480543,63480899,63514311,63515456,33.411,0
63515545,63516150,63549115,63550362,32.965,0
63551689,63552933,63585897,63586531,32.965,0
63586915,63587302,63619634,63620667,32.332,0
63621199,63621638,63654726,63655525,33.087,0
63655965,63656348,63689875,63691027,33.527,0
63691634,63692343,63725415,63727088,33.073,0
63727634,63728622,63761698,63762076,33.075,0
63762372,63762587,63795334,63796052,32.747,0
63796340,63796744,63829947,63831423,33.203,0
63831986,63832600,63864961,63865618,32.361,0
63865926,63866233,63899160,63899584,32.928,0
63900035,63900300,63933995,63934618,33.695,0
63934963,63935460,63968990,63969953,33.531,0
63970434,63970941,64003713,64004845,32.773,0
64005191,64005794,64038431,64040285,32.637,0
64040802,64042038,64075144,64077136,33.105,0
64077874,64078593,64111734,64112892,33.140,0
64113333,64113888,64146616,64148193,32.728,0
64149090,64151471,64184335,64185362,32.864,0
64185769,64186346,64218718,64219986,32.372,0
64220377,64220982,64254340,64255406,33.358,0
64256150,64256734,64289843,64291632,33.109,0
64291871,64292346,64324635,64325700,32.290,0
64326219,64326988,64359464,64360533,32.476,0
64361002,64361556,64394857,64396254,33.300,0
64397015,64398107,64431663,64432594,33.556,0
64432900,64433455,64466679,64467915,33.224,0
64468730,64469483,64501935,64503409,32.452,0
64503532,64504287,64537113,64538370,32.826,0
64538590,64539707,64573427,64574225,33.721,0
64574528,64574994,64608875,64609792,33.881,0
64610251,64610681,64643095,64644098,32.414,0
64644431,64644900,64677490,64679772,32.590,0
64679933,64681032,64715297,64716219,34.265,0
64716476,64716823,64750613,64751431,33.790,0
64751755,64752104,64784382,64784935,32.278,0
64785243,64785546,64817987,64819229,32.441,0
64819935,64821129,64855091,64856356,33.962,0
64856426,64857030,64891648,64892293,34.618,0
64892568,64892959,64925750,64926468,32.791,0
64926914,64927410,64960096,64961560,32.685,0
64962052,64962574,64995329,64996688,32.755,0
64997249,64997898,65031598,65032279,33.700,0
65067803,65069309,0,65069395,0.000,0
65067803,65069309,65103109,65105403,33.801,0
65106060,65107341,65139949,65140738,32.608,0
65140980,65141402,65174107,65175355,32.706,0
65175834,65176467,65210644,65212849,34.177,0
65212992,65214308,65246987,65247798,32.679,0
65248226,65248813,65281389,65281770,32.576,0
65281988,65282191,65314522,65314881,32.331,0
65315145,65315364,65348776,65349327,33.411,0
65349641,65349907,65382955,65383833,33.048,0
65384149,65384557,65416952,65417873,32.395,0
65418259,65419100,65452484,65453886,33.383,0
65454218,65454943,65488671,65490530,33.728,0
65491257,65492332,65525312,65526163,32.980,0
65526435,65526781,65558742,65559433,31.961,0
65559761,65560381,65593550,65594600,33.168,0
65595169,65595688,65629135,65631524,33.447,0
65631575,65632581,65665841,65666749,33.260,0
65667330,65667989,65700169,65700985,32.181,0
65701367,65701755,65734763,65736344,33.007,0
65736921,65737490,65770853,65772929,33.364,0
65773507,65774750,65808448,65808881,33.698,0
65809190,65809492,65841806,65842593,32.314,0
65843047,65843506,65876427,65876799,32.921,0
65877034,65877240,65910310,65910899,33.070,0
65911267,65911619,65944447,65946350,32.828,0
65947282,65947784,65980346,65981581,32.562,0
65982352,65983633,66016938,66017822,33.305,0
66018182,66018650,66051635,66052521,32.986,0
66052966,66053336,66086845,66088015,33.509,0
66088334,66088862,66121388,66122365,32.525,0
66123077,66123782,66157272,66158566,33.490,0
66159159,66159779,66194687,66196844,34.908,0
66197905,66198904,66232560,66233632,33.656,0
66234092,66234584,66267919,66269276,33.335,0
66269860,66270519,66303109,66303927,32.590,0
66304565,66304999,66338237,66339293,33.238,0
66339626,66340002,66372888,66374656,32.886,0
66374750,66375888,66410706,66411310,34.818,0
66411750,66412033,66444662,66446250,32.629,0
66447359,66448661,66482005,66483772,33.345,0
66484358,66485072,66517784,66518507,32.712,0
66554265,0,0,66554541,0.000,0
66554265,66554981,66588366,66590032,33.385,0
66590627,66591300,66623910,66625154,32.611,0
66625953,66626889,66659023,66659494,32.134,0
66659808,66660045,66693145,66693554,33.100,0
66693967,66694171,66727696,66728151,33.525,0
66728635,66729286,66762362,66763050,33.076,0
66763283,66763619,66796184,66796522,32.565,0
66796787,66797023,66830149,66831310,33.125,0
66831753,66832316,66865505,66865959,33.188,0
66866146,66866396,66898464,66899219,32.068,0
66899646,66900263,66934061,66935829,33.797,0
66936506,66937032,66970189,66970754,33.158,0
66971017,66971318,67004240,67005640,32.922,0
67005700,67006446,67040126,67040973,33.679,0
67041292,67041756,67075729,67076536,33.973,0
67113006,0,0,67113031,0.000,0
67113006,67114815,67147654,67148371,32.839,0
67148840,67149320,67181093,67182092,31.773,0
67219116,0,0,67219136,0.000,0
67219116,67219823,67252640,67253280,32.817,0
67253517,67253801,67286892,67287396,33.092,0
67287538,67287838,67320706,67321092,32.867,0
67321357,67321554,67354001,67354508,32.447,0
67354805,67355110,67388836,67390965,33.726,0
67391703,67392901,67425504,67427534,32.603,0
67428993,67430161,67462999,67463440,32.837,0
